CIDS,SE_NAME,SE_FREQ,SE_ONTOLOGY
CID000004463,neutropenia,4,01.02.03.004
CID000043815,palpitations,4,02.01.02.003
CID000009444,laryngeal pain,4,22.02.05.036
CID000004679,anxiety,1,19.06.02.002
CID000005734,dry mouth,4,07.06.01.002
CID000003463,asthenia,4,08.01.01.001
CID009871419,haemoglobin,4,13.01.05.018
CID000002161,oropharyngeal discomfort,3,07.05.05.008|22.02.05.027
CID006918313,dry eye,4,06.08.02.001
CID000060714,lacrimation increased,3,06.08.02.004
CID000159269,thrombocytopenia,3,01.08.01.002
CID000004485,feeling hot,5,08.01.09.009
CID000077990,blood prolactin increased,3,13.10.03.002
CID000065856,agitation,4,17.02.05.012|19.06.02.001
CID000026757,peripheral vascular disorder,3,24.03.01.003
CID000123631,weight decreased,4,13.15.01.005
CID000002764,vision blurred,3,06.02.06.007|17.17.01.010
CID000057469,insomnia,3,17.15.03.002|19.02.01.002
CID024965990,headache,4,17.14.01.001
CID000060825,musculoskeletal pain,5,15.03.04.007
CID000004075,tubulointerstitial nephritis,1,20.05.02.002
CID000445643,leukocytosis,5,01.02.01.002
CID009926791,diarrhoea,4,07.02.01.001
CID000005768,dermatitis,4,23.03.04.002
CID000006252,lethargy,5,08.01.01.008|17.02.04.003|19.04.04.004
CID000005732,mania,2,19.16.02.002
CID000003878,anaemia macrocytic,2,01.03.02.002|14.12.01.002
CID000047811,abdominal distension,3,07.01.04.001
CID000146570,testicular pain,3,21.13.01.005
CID000002162,abdominal pain,4,07.01.05.002
CID000060843,febrile neutropenia,4,01.02.03.002|08.05.02.004
CID000004054,delirium,3,19.13.02.001
CID000002754,vertigo,4,04.04.01.003|17.02.12.002
CID006442177,abdominal pain,5,07.01.05.002
CID000387447,oedema,4,08.01.07.006|14.05.06.010
CID000003878,fungal skin infection,2,11.03.05.002|23.09.02.001
CID000060814,haemoglobin,4,13.01.05.018
CID000005002,arthritis,3,15.01.01.001
CID000003637,diarrhoea,4,07.02.01.001
CID000001775,personality disorder,3,19.05.02.002
CID000047725,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000009651,headache,4,17.14.01.001
CID000004158,cerebral haemorrhage,1,17.08.01.003|24.07.04.001
CID000002130,neuroleptic malignant syndrome,1,08.05.01.005|12.03.01.003|15.05.04.015|17.05.02.003
CID000054746,orthostatic hypotension,4,17.05.01.020|24.06.03.004
CID000060699,vomiting,5,07.01.07.003
CID000005732,menorrhagia,4,21.01.03.002
CID000451668,staphylococcal infection,4,11.02.05.002
CID004659569,neoplasm malignant,3,16.16.01.001
CID000056338,dyspepsia,3,07.01.02.001
CID000000444,musculoskeletal discomfort,4,15.03.04.001
CID000060648,furuncle,3,11.02.05.008|23.09.01.004
CID000037542,myocardial infarction,3,02.02.02.007|24.04.04.009
CID005281071,headache,4,17.14.01.001
CID000030323,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000003152,oropharyngeal discomfort,4,07.05.05.008|22.02.05.027
CID000969472,arthritis,3,15.01.01.001
CID000005734,cough,4,22.02.03.001
CID000005002,psychotic disorder,3,19.03.01.002
CID000064139,hypoaesthesia,4,17.02.06.023
CID000002471,musculoskeletal pain,3,15.03.04.007
CID000004051,anaemia,4,01.03.02.001
CID004659569,oedema,3,08.01.07.006|14.05.06.010
CID000002099,bladder pain,2,20.02.02.001
CID000003690,hypertension,4,24.08.02.001
CID005362118,pancytopenia,1,01.03.03.003
CID070788982,gamma-glutamyltransferase increased,5,13.03.01.011
CID000083030,decreased appetite,4,08.01.09.028|14.03.01.005
CID000010917,palpitations,4,02.01.02.003
CID000033741,breast cancer,3,16.10.01.001|21.05.01.003
CID000160051,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000146570,pallor,2,08.01.03.032|23.03.03.031|24.03.04.001
CID000077990,bronchitis,4,11.01.09.001|22.07.01.001
CID000037542,flatulence,4,07.01.04.002
CID000003324,pharyngeal oedema,3,10.01.05.016|22.04.05.003|23.04.01.016
CID000003158,gastrointestinal pain,3,07.01.05.005
CID006917715,weight increased,4,13.15.01.006
CID000068740,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID000074989,abdominal pain,5,07.01.05.002
CID002826718,jaundice,4,01.06.04.004|09.01.01.004|23.03.03.030
CID000439693,viral infection,5,11.05.04.001
CID000003032,nightmare,1,19.02.03.003
CID003081361,nephrolithiasis,3,20.04.01.002
CID000004205,bradycardia,3,02.03.02.002
CID000004205,malnutrition,5,14.03.02.004
CID000006013,vertigo,3,04.04.01.003|17.02.12.002
CID000060825,cough,5,22.02.03.001
CID000071616,scleritis,3,06.04.07.002|10.02.01.025
CID009571107,blood creatinine increased,3,13.13.01.004
CID000005732,nervousness,4,19.06.02.003
CID000060648,hypertension,4,24.08.02.001
CID000002554,endocrine disorder,1,05.09.01.001
CID005284566,shock,3,24.06.02.002
CID000005245,abdominal pain upper,4,07.01.05.003
CID000031703,infection,4,11.01.08.002
CID000146570,headache,5,17.14.01.001
CID000213039,myocardial infarction,3,02.02.02.007|24.04.04.009
CID000003261,eye pain,3,06.08.03.002
CID000037542,contusion,4,12.01.06.001|15.03.01.008|23.03.11.002|24.07.06.001
CID000065628,musculoskeletal discomfort,1,15.03.04.001
CID002724385,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000005656,serotonin syndrome,2,12.03.01.041|15.05.04.016|17.05.02.004
CID000154100,malnutrition,5,14.03.02.004
CID000003158,libido decreased,2,19.08.03.001|21.03.02.005
CID009578572,injection site haemorrhage,2,08.02.03.005|12.07.03.005|24.07.01.010
CID000003637,dyspepsia,4,07.01.02.001
CID000005732,lacrimal disorder,2,06.08.02.005
CID000150311,asthenia,4,08.01.01.001
CID000115237,gynaecomastia,4,05.05.02.003|21.05.04.003
CID000003446,tooth abscess,3,07.09.01.003|11.01.04.003
CID000003152,salivary hypersecretion,3,07.06.01.009
CID000060853,hypomagnesaemia,2,14.04.02.001
CID000005078,photophobia,2,06.01.01.004|17.17.02.006
CID000119569,myalgia,4,15.05.02.001
CID003011155,sensory loss,4,17.02.07.007
CID000119182,hypotension,4,24.06.03.002
CID000005719,tenosynovitis,3,15.07.01.004
CID000003365,cardiomyopathy,3,02.04.01.001
CID000003157,headache,4,17.14.01.001
CID000060814,haematuria,3,20.02.01.006|24.07.01.047
CID000002771,colitis,3,07.08.01.001
CID000006058,skin striae,3,23.01.05.002
CID005362118,fatigue,4,08.01.01.002
CID005486971,prostatic disorder,3,21.04.01.001
CID000004158,menopausal symptoms,4,21.02.02.002
CID003062316,aspartate aminotransferase increased,4,13.03.01.006
CID000005961,candida infection,4,11.03.03.021
CID000000444,gastrointestinal haemorrhage,2,07.12.02.001|24.07.02.009
CID000071360,parkinsonism,3,17.01.05.003
CID000060825,asthenia,5,08.01.01.001
CID000012536,viral infection,3,11.05.04.001
CID000005095,dyspepsia,4,07.01.02.001
CID070788982,sinus bradycardia,4,02.03.03.009
CID000003869,bradycardia,4,02.03.02.002
CID000003746,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID000005073,lacrimal disorder,2,06.08.02.005
CID005284627,dysarthria,4,17.02.08.001|19.19.03.001
CID024826799,blood bilirubin increased,5,13.03.01.008
CID000129228,sinusitis,4,11.01.13.005|22.07.03.007
CID000003331,chest pain,3,02.02.02.011|08.01.08.002|22.02.08.003
CID000060648,vasodilation procedure,4,25.03.01.001
CID000003446,swelling,2,08.01.03.015
CID000082146,confusional state,5,17.02.03.005|19.13.01.001
CID000123606,neck pain,3,15.03.04.009
CID003052775,photosensitivity reaction,3,23.03.09.003
CID000003696,hallucination,4,19.10.02.002
CID000002477,dermatitis bullous,3,23.03.01.002
CID000060834,hallucination,2,19.10.02.002
CID000002471,nausea,3,07.01.07.001
CID000216326,pollakiuria,3,20.02.02.007
CID000005245,bronchitis,4,11.01.09.001|22.07.01.001
CID000064139,discomfort,5,08.01.08.003
CID000004192,rhinorrhoea,3,22.02.05.010
CID005329102,neutropenia,4,01.02.03.004
CID000005070,somnolence,4,17.02.04.006|19.02.05.003
CID000038904,hypocalcaemia,5,14.04.01.004
CID000033741,ataxia,3,08.01.02.004|17.02.02.001
CID000047811,libido increased,3,19.08.03.002|21.03.02.007
CID000043815,decreased appetite,4,08.01.09.028|14.03.01.005
CID000005291,flushing,4,08.01.03.025|23.06.05.003|24.03.01.002
CID010324367,anxiety,5,19.06.02.002
CID000005732,headache,4,17.14.01.001
CID000060834,flat affect,3,19.04.01.004
CID000115237,increased appetite,4,08.01.09.027|14.03.01.003
CID000216239,cardiac failure congestive,4,02.05.01.002
CID000031703,ventricular arrhythmia,4,02.03.04.006
CID000060853,tachycardia,3,02.03.02.007
CID000002366,bronchospasm,1,10.01.03.012|22.03.01.004
CID000064147,abdominal pain,4,07.01.05.002
CID000026757,yawning,2,22.02.05.017
CID000445643,alcohol intolerance,4,14.02.01.001
CID000065999,nervousness,4,19.06.02.003
CID000003826,oliguria,4,20.01.03.004
CID000034312,lymphadenopathy,3,01.09.01.002
CID000002153,nervousness,5,19.06.02.003
CID016130965,rash,1,23.03.13.001
CID010324367,mood swings,4,19.04.03.001
CID000216326,hypophosphataemia,4,14.04.03.001
CID000003948,blood potassium decreased,3,13.11.01.010
CID000060825,ill-defined disorder,5,08.01.03.049
CID000005656,hypokinesia,2,17.01.02.009
CID000216237,renal impairment,3,20.01.03.010
CID005328940,thrombocytopenia,5,01.08.01.002
CID005360696,fatigue,4,08.01.01.002
CID000065999,arthralgia,3,15.01.02.001
CID000115355,pruritus,3,23.03.12.001
CID000003454,flatulence,4,07.01.04.002
CID000005732,diplopia,4,06.02.06.002|17.17.01.005
CID016130199,blood triglycerides increased,4,13.12.03.001
CID000065999,pain in extremity,4,15.03.04.010
CID070683012,nausea,5,07.01.07.001
CID000005002,tinnitus,3,04.04.01.002|17.04.07.004
CID000005487,autonomic nervous system imbalance,3,08.01.01.010|17.05.01.011|24.06.01.005
CID000065016,hepatobiliary disease,4,09.01.08.003
CID005324345,polyuria,3,20.02.03.002
CID005486971,ill-defined disorder,3,08.01.03.049
CID000031703,orthostatic hypotension,4,17.05.01.020|24.06.03.004
CID000047528,myalgia,4,15.05.02.001
CID000115237,epistaxis,4,22.04.03.001|24.07.01.005
CID000005070,paranoia,3,19.05.01.005
CID000004274,angina pectoris,5,02.02.02.002|24.04.04.002
CID005486971,hypohidrosis,2,08.01.03.029|23.02.03.005
CID000047811,tremor,4,17.01.06.002
CID000213046,abnormal dreams,3,17.15.02.001|19.02.03.001
CID000002771,tooth disorder,2,07.09.05.001
CID000071616,nephritis,3,20.05.02.001
CID000060772,abdominal pain,4,07.01.05.002
CID000003108,ventricular fibrillation,4,02.03.04.008
CID010324367,abdominal pain lower,3,07.01.05.010
CID000005426,vertigo,4,04.04.01.003|17.02.12.002
CID000047811,shock,4,24.06.02.002
CID000004585,hypotonia,3,15.05.04.008|17.05.02.002
CID000005719,pulmonary embolism,2,22.06.02.001|24.01.06.001
CID000065628,gastrooesophageal reflux disease,1,07.02.02.003
CID005284627,breast discharge,3,21.05.05.001
CID000004449,syncope,3,02.01.02.008|17.02.04.008|24.06.02.012
CID000077990,body temperature increased,4,13.15.01.001
CID000387447,hyperbilirubinaemia,4,01.06.04.003|09.01.01.003|14.11.01.010
CID000003878,pollakiuria,3,20.02.02.007
CID000077993,mental disability,3,26.01.01.001
CID003083544,dermatitis,4,23.03.04.002
CID000077992,muscle contractions involuntary,3,15.05.03.008|17.05.03.001
CID000002801,coordination abnormal,3,17.02.02.004
CID003052775,paranoia,3,19.05.01.005
CID000005002,sluggishness,4,08.01.01.004
CID000060846,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID011167602,amylase increased,5,13.05.01.009
CID054686904,hypoproteinaemia,4,09.01.02.004|14.10.01.003
CID000012035,anaphylactic shock,3,10.01.07.002|24.06.02.004
CID000644241,infection,5,11.01.08.002
CID000060834,affect lability,3,19.04.01.001
CID000004679,arthralgia,3,15.01.02.001
CID000003152,chest pain,4,02.02.02.011|08.01.08.002|22.02.08.003
CID000005732,ill-defined disorder,3,08.01.03.049
CID000005358,swelling face,2,10.01.05.018|23.04.01.018
CID000003454,diarrhoea,5,07.02.01.001
CID010324367,diabetes mellitus,3,05.06.01.001|14.06.01.001
CID000004585,enteritis,2,07.08.03.002
CID000002435,acne,3,23.02.01.001
CID000004673,abdominal pain,5,07.01.05.002
CID000037720,nausea,4,07.01.07.001
CID000071158,infection,4,11.01.08.002
CID002826718,vomiting,4,07.01.07.003
CID000003339,fatigue,4,08.01.01.002
CID000119182,dyspnoea,4,02.01.03.002|22.02.01.004
CID000006252,sensory loss,4,17.02.07.007
CID000062819,weight increased,4,13.15.01.006
CID000071384,sepsis,5,11.01.11.003
CID000054454,asthenia,4,08.01.01.001
CID000001775,atrial flutter,3,02.03.03.003
CID000004054,hallucination,4,19.10.02.002
CID000006432,loss of consciousness,2,17.02.04.004
CID000005073,ventricular extrasystoles,2,02.03.04.007
CID000060795,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID000060871,rash,4,23.03.13.001
CID000121892,dysarthria,4,17.02.08.001|19.19.03.001
CID000004634,nasal dryness,4,22.04.03.002
CID005481350,insomnia,4,17.15.03.002|19.02.01.002
CID000026757,dysuria,3,20.02.02.002
CID000065139,musculoskeletal pain,4,15.03.04.007
CID000009444,tongue ulceration,4,07.14.01.003
CID046216142,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000005665,erectile dysfunction,4,19.08.04.001|21.03.01.007
CID005284583,skin discolouration,4,23.03.03.005
CID000005073,myalgia,4,15.05.02.001
CID000071360,ejaculation failure,4,21.03.01.003
CID000034312,erythema multiforme,1,10.01.03.015|23.03.01.003
CID000077990,myalgia,4,15.05.02.001
CID000004583,ear pain,3,04.03.01.003
CID000004440,alopecia,2,23.02.02.001
CID000004449,conjunctivitis,3,06.04.01.002|11.01.06.012
CID000003446,neurosis,2,19.06.01.001
CID010324367,blood uric acid increased,4,13.02.04.001
CID000047811,salivary gland enlargement,3,07.06.03.002
CID000065028,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000005358,neurosis,2,19.06.01.001
CID000447043,asthenia,4,08.01.01.001
CID000003446,dry eye,3,06.08.02.001
CID005281104,influenza,4,11.05.03.001|22.07.02.001
CID053320414,fatigue,5,08.01.01.002
CID000259331,dyspnoea,4,02.01.03.002|22.02.01.004
CID000005381,skin irritation,4,23.03.04.009
CID005284627,alopecia,3,23.02.02.001
CID000003108,eructation,3,07.01.02.003
CID000029029,nausea,4,07.01.07.001
CID000003157,dyspnoea,4,02.01.03.002|22.02.01.004
CID000003736,pain,3,08.01.08.004
CID000644241,eczema,4,23.03.04.006
CID000002801,osteoarthritis,3,15.01.04.001
CID000002118,weight increased,5,13.15.01.006
CID000005073,tongue disorder,2,07.14.01.002
CID000043815,rash pustular,2,11.01.12.002|23.03.10.003
CID000060834,urinary hesitation,4,20.02.02.009
CID000003702,chest pain,4,02.02.02.011|08.01.08.002|22.02.08.003
CID000176870,gastrointestinal haemorrhage,4,07.12.02.001|24.07.02.009
CID016129704,gingival bleeding,3,07.09.07.001|24.07.02.010
CID000005078,photopsia,2,06.02.06.004|17.17.01.006
CID000009444,sinusitis,4,11.01.13.005|22.07.03.007
CID000060772,feeling abnormal,3,08.01.09.014
CID000006013,aggression,4,19.05.01.001
CID000146570,sluggishness,3,08.01.01.004
CID000082146,skin ulcer,5,23.07.03.003|24.04.03.007
CID000003672,cough,4,22.02.03.001
CID000003637,leukopenia,3,01.02.02.001
CID003011155,body temperature increased,4,13.15.01.001
CID000002771,bone disorder,2,15.02.04.004
CID000039186,nervousness,4,19.06.02.003
CID005281107,discomfort,5,08.01.08.003
CID000043815,glaucoma,2,06.03.01.002
CID000050224,breast pain,4,21.05.05.003
CID000005656,erythema multiforme,1,10.01.03.015|23.03.01.003
CID000004075,hepatitis,1,09.01.07.004
CID000005152,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID000005002,face oedema,3,08.01.07.003|10.01.05.002|23.04.01.004
CID000003559,photosensitivity reaction,1,23.03.09.003
CID000005533,dry eye,3,06.08.02.001
CID005280754,fluid retention,4,14.05.06.002|20.01.02.003
CID000216237,renal failure,3,20.01.03.005
CID000002099,fungal infection,2,11.03.05.001
CID000005358,injection site reaction,5,08.02.03.014|12.07.03.015
CID000003878,haemoglobin,3,13.01.05.018
CID000068740,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000004493,tension,4,19.06.02.005
CID000056338,gastrointestinal haemorrhage,3,07.12.02.001|24.07.02.009
CID010324367,sinusitis,4,11.01.13.005|22.07.03.007
CID006604100,dysphagia,5,07.01.06.003
CID000005291,epistaxis,4,22.04.03.001|24.07.01.005
CID000006018,somnolence,5,17.02.04.006|19.02.05.003
CID000129228,gait disturbance,4,08.01.02.002|17.02.05.016
CID000005070,rectal tenesmus,3,07.03.03.001|15.05.03.011
CID003086257,regurgitation,4,07.01.07.004
CID000060648,affect lability,4,19.04.01.001
CID000006006,malaise,4,08.01.01.003
CID045375808,abdominal discomfort,4,07.01.06.001
CID000054746,asthenia,4,08.01.01.001
CID000063009,hypothyroidism,2,05.02.03.001|14.11.01.012
CID000009444,injection site erythema,5,08.02.03.001|12.07.03.001|23.03.06.015
CID000151165,laryngeal pain,4,22.02.05.036
CID000031703,nausea,5,07.01.07.001
CID000000444,feeling abnormal,3,08.01.09.014
CID005702160,nausea,4,07.01.07.001
CID000005596,flatulence,4,07.01.04.002
CID000002092,diarrhoea,3,07.02.01.001
CID000005734,speech disorder,4,17.02.08.003|19.19.02.002|22.02.05.034
CID000004609,neuralgia,3,17.02.07.005
CID000002771,ear pain,3,04.03.01.003
CID016132418,skin disorder,4,23.03.03.007
CID005486971,nystagmus,4,06.05.02.006|17.02.02.006
CID005277135,headache,4,17.14.01.001
CID000033741,hyponatraemia,1,14.05.04.002
CID000003121,ecchymosis,4,01.01.03.001|23.06.01.001|24.07.06.002
CID000005073,hepatitis,2,09.01.07.004
CID005486971,glaucoma,3,06.03.01.002
CID000005734,iritis,2,06.04.03.002|10.02.01.022
CID000004673,infection,5,11.01.08.002
CID000443872,hypotension,4,24.06.03.002
CID000092721,cough,4,22.02.03.001
CID000446157,hepatitis,1,09.01.07.004
CID000444795,anxiety,5,19.06.02.002
CID000444013,injection site reaction,4,08.02.03.014|12.07.03.015
CID000047725,uterine haemorrhage,4,21.07.01.005|24.07.03.004
CID000000598,somnolence,4,17.02.04.006|19.02.05.003
CID000006252,neutropenia,5,01.02.03.004
CID000148192,weight decreased,3,13.15.01.005
CID000005719,tachycardia,3,02.03.02.007
CID000016362,increased appetite,4,08.01.09.027|14.03.01.003
CID000033741,rosacea,3,23.02.08.001
CID000055283,skin disorder,4,23.03.03.007
CID000002585,atrioventricular block,3,02.03.01.002
CID000065999,eosinophilia,2,01.02.04.001
CID000005719,flat affect,3,19.04.01.004
CID000005732,polyuria,2,20.02.03.002
CID003034010,paraesthesia,3,17.02.06.005
CID000115237,bundle branch block,4,02.03.01.009
CID000002477,menstruation irregular,3,05.05.01.008|21.01.01.005
CID000071616,phlebitis,4,12.02.01.002|24.05.03.001
CID000004932,muscular weakness,3,15.05.06.001|17.05.03.005
CID005284627,pain in extremity,4,15.03.04.010
CID000060834,bruxism,3,07.01.06.008|19.11.03.001
CID000005656,muscular weakness,3,15.05.06.001|17.05.03.005
CID006450551,cough,5,22.02.03.001
CID000065628,abdominal pain upper,1,07.01.05.003
CID000005070,acute coronary syndrome,3,02.02.02.015|24.04.04.011
CID000005253,asthma,4,10.01.03.010|22.03.01.002
CID011707110,seborrhoeic keratosis,4,16.26.01.008|23.10.01.008
CID000002801,folliculitis,2,11.01.12.018|23.09.04.007
CID000170361,body temperature increased,3,13.15.01.001
CID000005358,abdominal distension,2,07.01.04.001
CID000055283,hypertriglyceridaemia,4,14.08.02.001
CID000001775,hypokalaemia,4,14.05.03.002
CID005281040,dyspepsia,4,07.01.02.001
CID000004205,paralysis,2,17.01.04.004
CID005360696,hallucination,1,19.10.02.002
CID000002022,urticaria,3,10.01.06.001|23.04.02.001
CID054686904,blood lactate dehydrogenase increased,4,13.04.02.002
CID000259331,cerebrovascular accident,4,17.08.01.007|24.03.05.001
CID000002478,hyperglycaemia,5,05.06.02.002|14.06.02.002
CID000002187,vaginal infection,4,11.01.10.002|21.14.02.002
CID000005358,musculoskeletal stiffness,3,15.03.01.005
CID000077990,pain in extremity,4,15.03.04.010
CID000002895,headache,5,17.14.01.001
CID000003878,sinusitis,3,11.01.13.005|22.07.03.007
CID000445643,disorientation,4,17.02.05.015|19.13.01.002
